source_img,file_name,text,sample
53.jpeg,53_49.jpeg,показана прописных нетъ къ сей ревизской сказке вместо сказко подателя Екатеринбургского,train
59.jpeg,59_11.jpeg,Мужскiй полъ,train
31.jpeg,31_21.jpeg,лета менно,train
25.jpeg,25_10.jpeg,Съ которого,train
12.jpeg,12_34.jpeg,году,train
20.jpeg,20_6.jpeg,нiи Красноуфимского уезда Иргин,train
57.jpeg,57_50.jpeg,Всего въ сей ревизской сказке заключается наличныхъ душъ мужеска пола два,train
93.jpeg,93_4.jpeg,Екатеринбурга,train
12.jpeg,12_9.jpeg,Имена отчества и родовые,train
7.jpeg,7_42.jpeg,42,train
29.jpeg,29_16.jpeg,46,train
58.jpeg,58_0.jpeg,Дополнительная ревизская сказка,train
106.jpeg,106_5.jpeg,губернии города Екатеринбурга,train
17.jpeg,17_2.jpeg,санных,train
37.jpeg,37_32.jpeg,но,train
43.jpeg,43_3.jpeg,Месяц,train
51.jpeg,51_36.jpeg,Причисленъ по,train
9.jpeg,9_5.jpeg,бургского уезда Маминской волости Походильского Сельского,train
9.jpeg,9_4.jpeg,ринбургского уезда Маминской волости Походильского Сельского,train
87.jpeg,87_1.jpeg,Ревизская Сказка,train
55.jpeg,55_38.jpeg,Холостъ,train
83.jpeg,83_19.jpeg,лицо,train
59.jpeg,59_49.jpeg,панъ Павловъ Мухинъ,train
31.jpeg,31_47.jpeg,Григория жена Марья Никитина,train
73.jpeg,73_38.jpeg,причислена по указу,train
33.jpeg,33_13.jpeg,№9,train
224.jpeg,224_3.jpeg,губернiи Екатеринбургского Мещанина,train
77.jpeg,77_14.jpeg,Женскiй полъ ной от,train
61.jpeg,61_46.jpeg,Изъ того сказко податель Екатери,train
17.jpeg,17_53.jpeg,Кто,train
23.jpeg,23_11.jpeg,ревизiи ревизiи,train
5.jpeg,5_17.jpeg,прибыло,train
358.jpeg,358_19.jpeg,лицо,train
9.jpeg,9_12.jpeg,Во времен Ныне,train
61.jpeg,61_45.jpeg,личности бывшiх показана прописных нетъ,train
62.jpeg,62_1.jpeg,Тысяча восемьсотъ шестьдесятъ седьмого года,train
7.jpeg,7_30.jpeg,Крестьяне,train
177.jpeg,177_1.jpeg,Тысяча восемьсотъ шестьдесятъ восьмого,train
93.jpeg,93_30.jpeg,Лета,train
49.jpeg,49_30.jpeg,времени,train
58.jpeg,58_5.jpeg,жительство имею въ 2й,train
24.jpeg,24_9.jpeg,ревизiи состояло,train
79.jpeg,79_46.jpeg,и женскаго два прописныхъ нетъ и,train
75.jpeg,75_33.jpeg,ревизiи ревизiи,train
45.jpeg,45_9.jpeg,визiи,train
86.jpeg,86_17.jpeg,Когда,train
34.jpeg,34_29.jpeg,1842,train
61.jpeg,61_37.jpeg,ской Казенной,train
71.jpeg,71_42.jpeg,брака Анна Егорова,train
358.jpeg,358_12.jpeg,числа,train
37.jpeg,37_58.jpeg,Максима неродной,train
86.jpeg,86_11.jpeg,выбыло лица,train
358.jpeg,358_0.jpeg,1870 года Апреля 27 дня Пермской,train
59.jpeg,59_41.jpeg,Холостъ,train
12.jpeg,12_73.jpeg,Степанъ,train
89.jpeg,89_4.jpeg,Семьи,train
24.jpeg,24_39.jpeg,Федора сыновья Василiй 22,train
53.jpeg,53_3.jpeg,1867 года мая 18 дня Пермской губернiи города,train
28.jpeg,28_26.jpeg,лета именно,train
44.jpeg,44_1.jpeg,о семействах бывших Прусскихъ,train
33.jpeg,33_14.jpeg,№10,train
210.jpeg,210_6.jpeg,стоящих душахъ налицо,train
24.jpeg,24_18.jpeg,на,train
39.jpeg,39_3.jpeg,Екатеринбургского уезда Логиновской волости,train
38.jpeg,38_22.jpeg,№9ре №10ре,train
23.jpeg,23_8.jpeg,яло и после  выбыло,train
25.jpeg,25_27.jpeg,Федора Исакова тетка,train
83.jpeg,83_26.jpeg,Лета,train
59.jpeg,59_26.jpeg,Лета,train
358.jpeg,358_16.jpeg,прибыло,train
67.jpeg,67_19.jpeg,прибыло,train
39.jpeg,39_12.jpeg,Женскiй полъ,train
9.jpeg,9_9.jpeg,ней ревизiи,train
12.jpeg,12_36.jpeg,наказаниемъ и или зачетомъ и кому изъ на жеребьевый,train
29.jpeg,29_3.jpeg,уезда,train
91.jpeg,91_10.jpeg,Въо времен Ныне,train
67.jpeg,67_62.jpeg,3,train
37.jpeg,37_47.jpeg,тетка Аксинья Егорова,train
63.jpeg,63_16.jpeg,лучке лицо,train
31.jpeg,31_26.jpeg,144 Тимофей Григорьевъ Крiницынъ 55,train
12.jpeg,12_39.jpeg,незапрещено ли личныхъ зачтена послуга,train
27.jpeg,27_15.jpeg,именно,train
87.jpeg,87_23.jpeg,Съ которого,train
86.jpeg,86_29.jpeg,Екатеринбургских,train
92.jpeg,92_6.jpeg,82,train
25.jpeg,25_29.jpeg,69 1/2,train
19.jpeg,19_2.jpeg,бернiи  Красноуфимского уезда Иргин,train
15.jpeg,15_54.jpeg,15,train
11.jpeg,11_6.jpeg,дней реви,train
35.jpeg,35_31.jpeg,46,train
32.jpeg,32_0.jpeg,Ревизская сказка,train
3.jpeg,3_7.jpeg,на,train
45.jpeg,45_1.jpeg,1867 года февраля 12 дня о семействах бывших Прусскихъ а ныне принявшихъ присягу,train
38.jpeg,38_29.jpeg,зiи зiи,train
10.jpeg,10_4.jpeg,вского Сельского Общества,train
57.jpeg,57_20.jpeg,лицо,train
77.jpeg,77_20.jpeg,№10,train
83.jpeg,83_34.jpeg,Гаврiилъ Ивановъ,train
37.jpeg,37_43.jpeg,Его  Тимофей Егоровъ 33,train
31.jpeg,31_33.jpeg,Тимофея 2 брака жена Ирина Иванова,train
28.jpeg,28_4.jpeg,ской губернiи Красноуфимского,train
6.jpeg,6_19.jpeg,128 софонъ Никитинъ,train
79.jpeg,79_10.jpeg,Семьи,train
79.jpeg,79_19.jpeg,лучке лицо,train
73.jpeg,73_28.jpeg,Реви Реви,train
39.jpeg,39_10.jpeg,на ли,train
24.jpeg,24_33.jpeg,времени,train
11.jpeg,11_10.jpeg,яло и по,train
31.jpeg,31_49.jpeg,Тимофея братья Ларiон 34,train
68.jpeg,68_1.jpeg,Тысяча восемьсот Шестьдесятъ седьмого года,train
63.jpeg,63_29.jpeg,времени,train
31.jpeg,31_29.jpeg,144 Тiмофея жена Пелагея,train
38.jpeg,38_18.jpeg,чке,train
39.jpeg,39_28.jpeg,крестьянки,train
85.jpeg,85_1.jpeg,1867 года сентября 29 дня Пермской губернiи г,train
65.jpeg,65_48.jpeg,Екатеринбургскiй мещанинъ Никоновъ Иванъ Третьяковъ руку приложилъ,train
35.jpeg,35_11.jpeg,№9,train
19.jpeg,19_32.jpeg,Копiя,train
79.jpeg,79_26.jpeg,Лета,train
106.jpeg,106_13.jpeg,ной от,train
28.jpeg,28_7.jpeg,Иргинского завода,train
106.jpeg,106_29.jpeg,еной Палаты,train
9.jpeg,9_33.jpeg,Съ которо,train
23.jpeg,23_20.jpeg,52 1/2,train
82.jpeg,82_6.jpeg,Жительство имею,train
33.jpeg,33_38.jpeg,14,train
63.jpeg,63_47.jpeg,2,train
65.jpeg,65_32.jpeg,Екатерина Яковлева,train
23.jpeg,23_33.jpeg,Пермской губернiи Красноуфимского,train
6.jpeg,6_9.jpeg,тояло и пос,train
92.jpeg,92_5.jpeg,на лицо,train
15.jpeg,15_31.jpeg,33,train
3.jpeg,3_18.jpeg,визiи,train
51.jpeg,51_5.jpeg,Екатеринбурга,train
85.jpeg,85_20.jpeg,Матвей Афана,train
12.jpeg,12_74.jpeg,Степанъ,train
59.jpeg,59_48.jpeg,показаны и прописныхъ нетъ Въ томъ и подписуюсь сказкоподатель Екатеринбургскiй мещанинъ Сте,train
25.jpeg,25_19.jpeg,Его же дочери Феоктиста,train
91.jpeg,91_53.jpeg,1867 г за №3454,train
5.jpeg,5_15.jpeg,сле оной,train
24.jpeg,24_28.jpeg,Лета,train
61.jpeg,61_22.jpeg,реви реви,train
63.jpeg,63_22.jpeg,Мещане,train
7.jpeg,7_25.jpeg,№9 №10,train
12.jpeg,12_47.jpeg,въ рекруты,train
93.jpeg,93_39.jpeg,Пермской Ка,train
69.jpeg,69_20.jpeg,№10,train
35.jpeg,35_20.jpeg,мени,train
93.jpeg,93_36.jpeg,Причислена,train
13.jpeg,13_19.jpeg,35,train
39.jpeg,39_1.jpeg,1858 года февраля месяца 12 дня Вятской губернiи,train
35.jpeg,35_32.jpeg,Его дочь Пелагея,train
28.jpeg,28_22.jpeg,когда,train
25.jpeg,25_0.jpeg,Ревизская сказка,train
13.jpeg,13_9.jpeg,лучке лицо,train
17.jpeg,17_19.jpeg,мужского,train
85.jpeg,85_27.jpeg,14,train
88.jpeg,88_14.jpeg,личныхъ душъ мужеска пола одна и въ наличности,train
37.jpeg,37_26.jpeg,Крестьяне,train
9.jpeg,9_23.jpeg,Женскiй полъ,train
91.jpeg,91_15.jpeg,Семьи,train
86.jpeg,86_5.jpeg,Семьи Мужскiй полъ,train
37.jpeg,37_35.jpeg,умеръ,train
85.jpeg,85_7.jpeg,числа,train
73.jpeg,73_36.jpeg,зiи зiи,train
46.jpeg,46_4.jpeg,Данилова Петеръ,train
106.jpeg,106_10.jpeg,Семьи Мужскiй пол,train
93.jpeg,93_42.jpeg,Пупковой сынъ,train
24.jpeg,24_5.jpeg,уфимского уезда Верхне Иргинского завода,train
27.jpeg,27_17.jpeg,та,train
86.jpeg,86_41.jpeg,Тысяча восемьсотъ шестьдесятъ седьмого года,train
87.jpeg,87_26.jpeg,Лета,train
53.jpeg,53_37.jpeg,мской казен,train
34.jpeg,34_31.jpeg,9,train
77.jpeg,77_40.jpeg,Духовного Званiя,train
3.jpeg,3_31.jpeg,Писарь Черновин,train
15.jpeg,15_11.jpeg,на,train
7.jpeg,7_34.jpeg,зiя зiя,train
63.jpeg,63_5.jpeg,Екатеринбурга,train
83.jpeg,83_28.jpeg,Мещанки,train
93.jpeg,93_25.jpeg,№9 №10,train
75.jpeg,75_45.jpeg,"Всего въ сей ревизской сказке заключается наличныхъ душъ мужеска пола одна, и въ налич",train
7.jpeg,7_45.jpeg,Его дочь Наталья,train
59.jpeg,59_55.jpeg,Съ которого,train
37.jpeg,37_11.jpeg,на ли,train
21.jpeg,21_15.jpeg,10 рев,train
34.jpeg,34_26.jpeg,въ рекруты,train
93.jpeg,93_38.jpeg,по предписанiю,train
26.jpeg,26_3.jpeg,Пермской Губернiи Края,train
9.jpeg,9_25.jpeg,цо,train
45.jpeg,45_0.jpeg,Ревизская сказка,train
39.jpeg,39_20.jpeg,№9 №10,train
51.jpeg,51_11.jpeg,Семьи,train
87.jpeg,87_4.jpeg,1867 года сентября 29 дня Пермской губернiи,train
54.jpeg,54_8.jpeg,улице,train
91.jpeg,91_58.jpeg,крестьянъ,train
49.jpeg,49_18.jpeg,лицо,train
91.jpeg,91_5.jpeg,губернiи г Екатеринбурга,train
57.jpeg,57_28.jpeg,именно,train
12.jpeg,12_80.jpeg,Дмитрiй Петровъ,train
6.jpeg,6_8.jpeg,ревизiи сос,train
34.jpeg,34_28.jpeg,1861 году,train
91.jpeg,91_52.jpeg,Его сестра Парасковья,train
32.jpeg,32_1.jpeg,Тысяча восемьсот пятьдесят восьмого года,train
67.jpeg,67_7.jpeg,По послед Изъ того Ныне,train
65.jpeg,65_26.jpeg,ревизiи ревизiи,train
73.jpeg,73_31.jpeg,Лета,train
12.jpeg,12_18.jpeg,отлучке не происходилъ ли въ,train
9.jpeg,9_31.jpeg,Крестьяне,train
85.jpeg,85_40.jpeg,Губернiи Екатеринбургского мещанина,train
15.jpeg,15_39.jpeg,3,train
12.jpeg,12_23.jpeg,какое знаетъ реме семействъ зазделъ когда име семейства,train
51.jpeg,51_41.jpeg,тября 1866 года,train
51.jpeg,51_39.jpeg,15,train
59.jpeg,59_10.jpeg,Женскiй полъ,train
24.jpeg,24_45.jpeg,Васильева,train
25.jpeg,25_21.jpeg,Пелагея,train
6.jpeg,6_0.jpeg,Ревизская Сказка,train
71.jpeg,71_2.jpeg,65,train
73.jpeg,73_30.jpeg,Лицо,train
191.jpeg,191_3.jpeg,Пермской Губернiи Екатеринбургского ме,train
39.jpeg,39_16.jpeg,ло,train
75.jpeg,75_23.jpeg,№,train
59.jpeg,59_44.jpeg,1867г за №4651,train
7.jpeg,7_16.jpeg,яло и пос,train
9.jpeg,9_48.jpeg,28,train
20.jpeg,20_41.jpeg,Сыновья Матвей,train
77.jpeg,77_10.jpeg,ревизiи состояло числа,train
49.jpeg,49_45.jpeg,Заводовъ,train
7.jpeg,7_9.jpeg,ней реви,train
32.jpeg,32_4.jpeg,общества починка,train
91.jpeg,91_55.jpeg,42,train
25.jpeg,25_17.jpeg,Васильева,train
8.jpeg,8_2.jpeg,Копiя,train
88.jpeg,88_11.jpeg,Съ которого,train
62.jpeg,62_3.jpeg,нiи Екатеринбургского мещанина Ферапон,train
15.jpeg,15_48.jpeg,Его дочери Ксенья,train
58.jpeg,58_4.jpeg,душахъ на лицо,train
51.jpeg,51_34.jpeg,Лета,train
73.jpeg,73_29.jpeg,Мещане,train
67.jpeg,67_57.jpeg,10,train
85.jpeg,85_3.jpeg,По последней Изъ того Ныне,train
63.jpeg,63_8.jpeg,Во времен Ныне,train
26.jpeg,26_4.jpeg,Копiя,train
79.jpeg,79_43.jpeg,Итого женскаго пола на лицо,train
86.jpeg,86_38.jpeg,въ Верхотурской улице въ,train
9.jpeg,9_34.jpeg,Именно Лета,train
67.jpeg,67_47.jpeg,ной пала,train
22.jpeg,22_0.jpeg,Ревизская сказка,train
63.jpeg,63_49.jpeg,2,train
60.jpeg,60_7.jpeg,въ 1 части г Екатерин,train
12.jpeg,12_66.jpeg,въ 1862 г дочь,train
55.jpeg,55_4.jpeg,Екатеринбурга,train
69.jpeg,69_0.jpeg,Дополнительная ревизская сказка,train
5.jpeg,5_38.jpeg,30,train
82.jpeg,82_1.jpeg,Тысяча восемьсотъ шестьдесятъ седмаго,train
93.jpeg,93_1.jpeg,Ревизской Сказке,train
27.jpeg,27_18.jpeg,146 149 Степанъ Осиповъ,train
63.jpeg,63_0.jpeg,Ревизская сказка,train
84.jpeg,84_0.jpeg,Ревизская сказка,train
13.jpeg,13_15.jpeg,зiи,train
39.jpeg,39_9.jpeg,состояло,train
25.jpeg,25_2.jpeg,1858 года марта 31 дня Пермской губернiи,train
73.jpeg,73_22.jpeg,крестьяне,train
67.jpeg,67_18.jpeg,выбыло,train
14.jpeg,14_0.jpeg,Ревизская сказка,train
77.jpeg,77_36.jpeg,Холостъ,train
17.jpeg,17_11.jpeg,ства и родовые,train
3.jpeg,3_0.jpeg,2-а,train
191.jpeg,191_0.jpeg,Ревизская сказка,train
12.jpeg,12_42.jpeg,представлять его,train
14.jpeg,14_5.jpeg,Белоярского Сельского Общества,train
31.jpeg,31_31.jpeg,42,train
77.jpeg,77_3.jpeg,города Екатеринбурга,train
51.jpeg,51_35.jpeg,Иванъ Афанасьевъ,train
60.jpeg,60_6.jpeg,Жительство имею,train
59.jpeg,59_57.jpeg,Лета,train
6.jpeg,6_11.jpeg,на,train
91.jpeg,91_50.jpeg,зенной Палаты,train
39.jpeg,39_15.jpeg,прибыло,train
59.jpeg,59_23.jpeg,N10,train
81.jpeg,81_30.jpeg,времени,train
61.jpeg,61_23.jpeg,Когда,train
31.jpeg,31_50.jpeg,умер въ,train
57.jpeg,57_14.jpeg,на,train
75.jpeg,75_35.jpeg,Причислен по,train
27.jpeg,27_0.jpeg,1858 года марта 31 дня Пермской,train
10.jpeg,10_1.jpeg,10й Народной  переписи Тысяча восемьсотъ пятьдесятъ,train
72.jpeg,72_3.jpeg,Пермской Губе,train
28.jpeg,28_21.jpeg,лиц,train
58.jpeg,58_6.jpeg,части города Екатерин,train
49.jpeg,49_9.jpeg,Семьи Мужскiй полъ,train
90.jpeg,90_3.jpeg,нiи города Екатеринбурга мещанина Ла,train
83.jpeg,83_32.jpeg,времени,train
54.jpeg,54_1.jpeg,Тысяча восемьсотъ щестьдесятъ седьмогоъ,train
64.jpeg,64_4.jpeg,Третьякова о состоящихъ душахъ на лицо,train
38.jpeg,38_39.jpeg,1834 года,train
91.jpeg,91_35.jpeg,времени,train
58.jpeg,58_1.jpeg,Тысяча восемьсотъ шестдесятъ седмого года Iюня,train
69.jpeg,69_12.jpeg,Семьи,train
27.jpeg,27_22.jpeg,Степановы сыно,train
28.jpeg,28_6.jpeg,уезда Иргинского завода,train
47.jpeg,47_11.jpeg,на,train
17.jpeg,17_35.jpeg,щихъ,train
27.jpeg,27_7.jpeg,ней ревизiи,train
51.jpeg,51_30.jpeg,Лета,train
53.jpeg,53_12.jpeg,оной прибы,train
28.jpeg,28_32.jpeg,144 152 Степанида Осипова,train
49.jpeg,49_0.jpeg,Ревизская Сказка,train
61.jpeg,61_32.jpeg,времени Лета,train
35.jpeg,35_12.jpeg,№,train
89.jpeg,89_0.jpeg,Ревизская Сказка,train
89.jpeg,89_5.jpeg,Женскiй полъ,train
49.jpeg,49_24.jpeg,Лета,train
50.jpeg,50_3.jpeg,"Губернiи, Екатеринбургского Мещанина Ивана",train
51.jpeg,51_4.jpeg,Екатеринбурга,train
75.jpeg,75_5.jpeg,г Екатеринбурга,train
53.jpeg,53_29.jpeg,именно,train
69.jpeg,69_52.jpeg,две и въ наличности бывшiх показаны прописных нетъ въ томъ сказкоподатель Екатери,train
54.jpeg,54_10.jpeg,Кокушкина,train
59.jpeg,59_25.jpeg,Мещане,train
5.jpeg,5_23.jpeg,когда,train
91.jpeg,91_61.jpeg,показаны прописных нетъ,train
93.jpeg,93_9.jpeg,Семьи Мужскiй полъ,train
59.jpeg,59_5.jpeg,теринбурга,train
37.jpeg,37_17.jpeg,ло,train
3.jpeg,3_29.jpeg,Матрена,train
9.jpeg,9_1.jpeg,Ревизская сказка,train
57.jpeg,57_22.jpeg,Когда,train
86.jpeg,86_44.jpeg,вея Афанасьева Пшеницына о состоящих,train
9.jpeg,9_37.jpeg,го време Лета,train
87.jpeg,87_19.jpeg,отлучке лица,train
63.jpeg,63_25.jpeg,Лета,train
6.jpeg,6_26.jpeg,Савва,train
41.jpeg,41_6.jpeg,35,train
86.jpeg,86_12.jpeg,№9,train
37.jpeg,37_25.jpeg,реви реви,train
23.jpeg,23_36.jpeg,Копiя,train
59.jpeg,59_40.jpeg,20,train
91.jpeg,91_25.jpeg,Когда,train
85.jpeg,85_15.jpeg,Лета,train
61.jpeg,61_21.jpeg,Съ которого,train
67.jpeg,67_11.jpeg,состояло и числа на,train
12.jpeg,12_15.jpeg,Не находится ли въ безвестной членовъ,train
358.jpeg,358_24.jpeg,лета,train
24.jpeg,24_22.jpeg,лучке лицо,train
31.jpeg,31_59.jpeg,Алексея жена Агафья Прохорова,train
53.jpeg,53_17.jpeg,на,train
65.jpeg,65_23.jpeg,Лета,train
37.jpeg,37_4.jpeg,сельского общетсва,train
141.jpeg,141_2.jpeg,мого годаИюля девятого дня,train
19.jpeg,19_25.jpeg,сыновья Матвей,train
31.jpeg,31_66.jpeg,въ 1855г,train
19.jpeg,19_30.jpeg,ского,train
91.jpeg,91_19.jpeg,оной прибыло,train
358.jpeg,358_32.jpeg,25,train
89.jpeg,89_15.jpeg,Сказке и въ место сказко подателя,train
53.jpeg,53_18.jpeg,ло,train
88.jpeg,88_2.jpeg,Екатеринбурга,train
35.jpeg,35_0.jpeg,Ревизская сказка,train
56.jpeg,56_1.jpeg,1867 года мая 29 дня Пермской губернiи,train
65.jpeg,65_37.jpeg,Уго дочь Настасья,train
9.jpeg,9_39.jpeg,зiи зiи,train
71.jpeg,71_47.jpeg,3 Iюня 1867г,train
31.jpeg,31_0.jpeg,Ревизская сказка,train
61.jpeg,61_15.jpeg,ной отлу на,train
82.jpeg,82_5.jpeg,о состоящихъ душахъ на лицо,train
224.jpeg,224_9.jpeg,Улице въ доме крестьянина,train
3.jpeg,3_13.jpeg,9 реви,train
65.jpeg,65_5.jpeg,теринбурга,train
14.jpeg,14_3.jpeg,дня Пермской Губернiи Екатеринбур,train
73.jpeg,73_13.jpeg,на,train
7.jpeg,7_48.jpeg,Фадея Софронова жена Татьяна,train
75.jpeg,75_46.jpeg,ности бывшiх показаны прописных нетъ къ сей ревизской сказке сказко податель Екате,train
63.jpeg,63_2.jpeg,58,train
19.jpeg,19_11.jpeg,когда,train
78.jpeg,78_0.jpeg,Ревизская сказка,train
20.jpeg,20_7.jpeg,Иргинского завода,train
6.jpeg,6_2.jpeg,Красноуфимского Уезда Тисовского горного,train
19.jpeg,19_24.jpeg,Артемия Тимофеева,train
87.jpeg,87_34.jpeg,предписанiю Перм,train
54.jpeg,54_3.jpeg,губернiи города Екатеринбурга мещанина,train
39.jpeg,39_24.jpeg,реви реви,train
53.jpeg,53_28.jpeg,Лета,train
9.jpeg,9_3.jpeg,1858 года Марта месяца 14 дня Пермской Губернiи Екатерин,train
69.jpeg,69_41.jpeg,отъ 3 Iюня 1867г,train
39.jpeg,39_14.jpeg,и после оной выбы,train
5.jpeg,5_36.jpeg,332 Константина Иванова второ,train
86.jpeg,86_8.jpeg,числа,train
11.jpeg,11_24.jpeg,35 Осипъ Лукояновъ  Бобровъ,train
7.jpeg,7_22.jpeg,цо,train
41.jpeg,41_3.jpeg,въ 1964 г,train
22.jpeg,22_4.jpeg,Копiя,train
19.jpeg,19_12.jpeg,9 реви 10 реви,train
75.jpeg,75_3.jpeg,1867 года Августа 14 дня Пермской губернiи,train
29.jpeg,29_26.jpeg,Ефросинья,train
75.jpeg,75_32.jpeg,именно,train
3.jpeg,3_25.jpeg,16,train
37.jpeg,37_42.jpeg,мать Марья Яковле,train
32.jpeg,32_2.jpeg,апреля месяца шестнадцатого дня Вятской губернiи,train
17.jpeg,17_55.jpeg,Дi Шепеловки,train
91.jpeg,91_13.jpeg,числа,train
79.jpeg,79_1.jpeg,Ревизская сказка,train
358.jpeg,358_20.jpeg,Когда,train
47.jpeg,47_29.jpeg,кий а ныне принявший присягу на подданство,train
21.jpeg,21_1.jpeg,1858 года марта 31 дня Пермской губернии,train
31.jpeg,31_11.jpeg,Женскiй полъ,train
77.jpeg,77_26.jpeg,Лета,train
35.jpeg,35_35.jpeg,20,train
68.jpeg,68_0.jpeg,Дополнительная ревизская сказка,train
14.jpeg,14_4.jpeg,гского уезда Логиновской Волости,train
12.jpeg,12_81.jpeg,1839,train
57.jpeg,57_4.jpeg,52,train
91.jpeg,91_23.jpeg,лучке,train
82.jpeg,82_0.jpeg,Ревизская Сказка,train
28.jpeg,28_25.jpeg,9 реви 10 реви,train
53.jpeg,53_33.jpeg,Ефимъ Федоровъ,train
38.jpeg,38_32.jpeg,мени,train
87.jpeg,87_7.jpeg,Попоследней,train
358.jpeg,358_25.jpeg,Мещанки,train
57.jpeg,57_10.jpeg,Мужскiй полъ,train
67.jpeg,67_43.jpeg,санi. Перм,train
75.jpeg,75_21.jpeg,№9 №10,train
106.jpeg,106_28.jpeg,лова,train
3.jpeg,3_9.jpeg,Женскiй полъ,train
85.jpeg,85_39.jpeg,Сентября двадцать девятого дня Пермской,train
53.jpeg,53_11.jpeg,Семьи Мужскiй полъ яло и после,train
5.jpeg,5_59.jpeg,Осипу Константинову Шапкину,train
71.jpeg,71_40.jpeg,Притыкинъ укпзу Перм,train
5.jpeg,5_32.jpeg,времени,train
87.jpeg,87_6.jpeg,Екатеринбурга,train
92.jpeg,92_7.jpeg,Жительство имею,train
7.jpeg,7_1.jpeg,Ревизская сказка,train
15.jpeg,15_27.jpeg,Константиновъ,train
7.jpeg,7_21.jpeg,ле оной,train
79.jpeg,79_21.jpeg,лицо,train
24.jpeg,24_59.jpeg,Артемiй,train
81.jpeg,81_33.jpeg,писанiю Перм,train
49.jpeg,49_15.jpeg,было,train
73.jpeg,73_45.jpeg,евой Маоклвлй сынъ,train
7.jpeg,7_28.jpeg,Съ кото,train
27.jpeg,27_5.jpeg,по послед,train
54.jpeg,54_9.jpeg,отца моего Викула,train
47.jpeg,47_21.jpeg,Алберта Данилова,train
65.jpeg,65_41.jpeg,стьянъ Шуралин,train
24.jpeg,24_21.jpeg,лицо,train
9.jpeg,9_42.jpeg,40,train
13.jpeg,13_18.jpeg,Лета,train
63.jpeg,63_12.jpeg,яло и после числа на,train
35.jpeg,35_15.jpeg,съ кото,train
9.jpeg,9_55.jpeg,30,train
7.jpeg,7_7.jpeg,Сельского общества Походильской деревни,train
85.jpeg,85_41.jpeg,Матвея Афанасьева Пшеницына о состо,train
37.jpeg,37_48.jpeg,45,train
21.jpeg,21_20.jpeg,46,train
29.jpeg,29_10.jpeg,чке лицо,train
77.jpeg,77_9.jpeg,Мужскiй полъ,train
106.jpeg,106_15.jpeg,на,train
21.jpeg,21_5.jpeg,ныне,train
41.jpeg,41_7.jpeg,43 1/2,train
77.jpeg,77_33.jpeg,лiевъ Смородин ской казенной,train
34.jpeg,34_27.jpeg,въ 1869 году 23,train
44.jpeg,44_4.jpeg,нилова Петеръ,train
81.jpeg,81_31.jpeg,Причисленъ по пред,train
93.jpeg,93_27.jpeg,ревизiи ревизiи,train
53.jpeg,53_48.jpeg,"Всего въ сей ревизской сказке заключается наличныхъ душъ мужеска пола два, и въ наличности бывшiй",train
8.jpeg,8_0.jpeg,Копiя изъ ревизской скаски о семействе,train
3.jpeg,3_3.jpeg,Красноуфимского Уезда Тисовского,train
59.jpeg,59_47.jpeg,Всего въ сей ревизской сказке заключается наличных душъ одна мужеска пола и въ наличности бывшi,train
12.jpeg,12_50.jpeg,году,train
71.jpeg,71_36.jpeg,зiи,train
53.jpeg,53_15.jpeg,Семьи Женскiй полъ,train
17.jpeg,17_48.jpeg,Когда,train
45.jpeg,45_20.jpeg,По быв Къ тому Ныне,train
21.jpeg,21_12.jpeg,съ которого,train
73.jpeg,73_0.jpeg,Ревизская Сказка,train
59.jpeg,59_0.jpeg,Дополнительная ревизская сказка,train
37.jpeg,37_61.jpeg,Николай,train
38.jpeg,38_33.jpeg,Николая сынъ Иванъ новорожд,train
49.jpeg,49_12.jpeg,Семьи Женскiй полъ,train
31.jpeg,31_56.jpeg,37,train
57.jpeg,57_53.jpeg,мещанинъ Евтiхий,val
43.jpeg,43_20.jpeg,Метрической книги на 1868 года часть,val
65.jpeg,65_20.jpeg,Лета,val
63.jpeg,63_7.jpeg,По последней Изъ того Ныне,val
43.jpeg,43_16.jpeg,Метрической книги на 1867 года часть,val
88.jpeg,88_7.jpeg,№9,val
87.jpeg,87_0.jpeg,Ревизская Сказка,val
44.jpeg,44_2.jpeg,а ныне принявших присягу на,val
81.jpeg,81_24.jpeg,Лета,val
83.jpeg,83_11.jpeg,на,val
53.jpeg,53_10.jpeg,Во времен Ныне,val
21.jpeg,21_7.jpeg,ной,val
9.jpeg,9_16.jpeg,не,val
59.jpeg,59_37.jpeg,по указу Пер,val
39.jpeg,39_21.jpeg,когда,val
33.jpeg,33_29.jpeg,Давида Данилова другой,val
55.jpeg,55_31.jpeg,Кокушкинъ,val
210.jpeg,210_4.jpeg,причислившагося къ Екатеринбургскому мещан,val
70.jpeg,70_6.jpeg,въ 2 части г Екатерин,val
87.jpeg,87_3.jpeg,1867 года сентября 29 дня Пермской губернiи г,val
13.jpeg,13_17.jpeg,времени,val
23.jpeg,23_23.jpeg,29 1/2,val
11.jpeg,11_3.jpeg,По после,val
27.jpeg,27_10.jpeg,оной прибыло,val
63.jpeg,63_11.jpeg,Семьи Женскiй полъ,val
93.jpeg,93_21.jpeg,№,val
6.jpeg,6_10.jpeg,го числа,val
23.jpeg,23_34.jpeg,уезда Верхне Иргинского завода,val
5.jpeg,5_54.jpeg,Новорожденный,val
67.jpeg,67_49.jpeg,Дочери Марья,val
9.jpeg,9_36.jpeg,Крестьянки,val
79.jpeg,79_29.jpeg,рого вре Лицо,val
